 ISTEP , IPRSTP ,NBNTOT, TIME ,ARRAY(002),ARRAY(003),ARRAY(004),ARRAY(005),ARRAY(006),ARRAY(007),ARRAY(008),ARRAY(009),ARRAY(010),ARRAY(011),ARRAY(012),ARRAY(013),ARRAY(014),ARRAY(015),ARRAY(016),ARRAY(017),ARRAY(018),ARRAY(019),ARRAY(020),ARRAY(021),ARRAY(022),ARRAY(023),ARRAY(024),ARRAY(025),
32959,33000,25, 0.32759000E+005, 0.65756167E+003, 0.75740563E+003, 0.75833345E+003, 0.62815000E+003, 0.64860901E+003, 0.75907980E+003, 0.76013516E+003, 0.75964029E+003, 0.65654026E+003, 0.13152562E+002, 0.13152451E+002, 0.27689982E+002,-0.77181420E-003,-0.91977464E-006,-0.25537216E+000,-0.25537272E+000,-0.25537336E+000, 0.98038255E+002,-0.10127088E+003, 0.15675726E-001, 0.00000000E+000, 0.00000000E+000, 0.34342749E+007, 0.55151590E+002,
33159,33200,25, 0.32959000E+005, 0.65746502E+003, 0.75735343E+003, 0.75829269E+003, 0.62815000E+003, 0.64858195E+003, 0.75908001E+003, 0.76013455E+003, 0.75963992E+003, 0.65642091E+003, 0.13141273E+002, 0.13141070E+002, 0.27687855E+002,-0.11463805E-002,-0.93140449E-006,-0.11818252E+000,-0.11818256E+000,-0.11818262E+000, 0.98027964E+002,-0.10109568E+003, 0.33572759E-002, 0.00000000E+000, 0.00000000E+000, 0.34330951E+007, 0.55145077E+002,
33359,33400,25, 0.33159000E+005, 0.65736607E+003, 0.75730032E+003, 0.75825147E+003, 0.62815000E+003, 0.64855366E+003, 0.75908010E+003, 0.76013433E+003, 0.75963979E+003, 0.65630717E+003, 0.13131122E+002, 0.13130892E+002, 0.27685550E+002,-0.12528915E-002,-0.94158417E-006,-0.81647029E-001,-0.81646881E-001,-0.81646743E-001, 0.98018051E+002,-0.10093915E+003, 0.16023646E-002, 0.00000000E+000, 0.00000000E+000, 0.34319703E+007, 0.55138866E+002,
33559,33600,25, 0.33359000E+005, 0.65726522E+003, 0.75724626E+003, 0.75820976E+003, 0.62815000E+003, 0.64852344E+003, 0.75908038E+003, 0.76013378E+003, 0.75963946E+003, 0.65619506E+003, 0.13115652E+002, 0.13115617E+002, 0.27681381E+002,-0.49207161E-003,-0.98001709E-006,-0.29111896E+000,-0.29111931E+000,-0.29111973E+000, 0.98004574E+002,-0.10070444E+003, 0.20371432E-001, 0.00000000E+000, 0.00000000E+000, 0.34308627E+007, 0.55132741E+002,
33759,33800,25, 0.33559000E+005, 0.65716267E+003, 0.75719094E+003, 0.75816754E+003, 0.62815000E+003, 0.64849153E+003, 0.75908105E+003, 0.76013241E+003, 0.75963864E+003, 0.65607573E+003, 0.13097449E+002, 0.13097486E+002, 0.27676484E+002,-0.21479339E-003,-0.10103012E-005,-0.50338807E+000,-0.50338968E+000,-0.50339145E+000, 0.97988578E+002,-0.10042620E+003, 0.60909694E-001, 0.00000000E+000, 0.00000000E+000, 0.34296742E+007, 0.55126163E+002,
33959,34000,25, 0.33759000E+005, 0.65705835E+003, 0.75713453E+003, 0.75812478E+003, 0.62815000E+003, 0.64845861E+003, 0.75908171E+003, 0.76013116E+003, 0.75963790E+003, 0.65595068E+003, 0.13084477E+002, 0.13084383E+002, 0.27672802E+002,-0.73573153E-003,-0.10060870E-005,-0.29330739E+000,-0.29330815E+000,-0.29330901E+000, 0.97974831E+002,-0.10022537E+003, 0.20678859E-001, 0.00000000E+000, 0.00000000E+000, 0.34284403E+007, 0.55119339E+002,
34159,34200,25, 0.33959000E+005, 0.65695223E+003, 0.75707759E+003, 0.75808146E+003, 0.62815000E+003, 0.64842422E+003, 0.75908203E+003, 0.76013058E+003, 0.75963755E+003, 0.65582489E+003, 0.13072625E+002, 0.13072436E+002, 0.27669016E+002,-0.11135843E-002,-0.10114356E-005,-0.76873769E-001,-0.76873771E-001,-0.76873788E-001, 0.97960967E+002,-0.10004244E+003, 0.14204859E-002, 0.00000000E+000, 0.00000000E+000, 0.34271912E+007, 0.55112430E+002,
34359,34400,25, 0.34159000E+005, 0.65684441E+003, 0.75702003E+003, 0.75803756E+003, 0.62815000E+003, 0.64838832E+003, 0.75908205E+003, 0.76013053E+003, 0.75963753E+003, 0.65569648E+003, 0.13060286E+002, 0.13060102E+002, 0.27665062E+002,-0.11018598E-002,-0.10220984E-005,-0.13511379E-002,-0.13440287E-002,-0.13526791E-002, 0.97946303E+002,-0.99853729E+002, 0.43881347E-006, 0.00000000E+000, 0.00000000E+000, 0.34259228E+007, 0.55105410E+002,
34559,34600,25, 0.34359000E+005, 0.65673492E+003, 0.75696147E+003, 0.75799306E+003, 0.62815000E+003, 0.64835205E+003, 0.75908215E+003, 0.76013033E+003, 0.75963741E+003, 0.65556769E+003, 0.13047216E+002, 0.13047053E+002, 0.27662714E+002,-0.10234126E-002,-0.10443935E-005,-0.14934380E+000,-0.14934409E+000,-0.14934443E+000, 0.97934847E+002,-0.99654297E+002, 0.53611128E-002, 0.00000000E+000, 0.00000000E+000, 0.34246475E+007, 0.55098359E+002,
34759,34800,25, 0.34559000E+005, 0.65662389E+003, 0.75690187E+003, 0.75794797E+003, 0.62815000E+003, 0.64831566E+003, 0.75908253E+003, 0.76012962E+003, 0.75963692E+003, 0.65544748E+003, 0.13035886E+002, 0.13035678E+002, 0.27661073E+002,-0.12066825E-002,-0.10599205E-005,-0.27999569E+000,-0.27999643E+000,-0.27999725E+000, 0.97926266E+002,-0.99480613E+002, 0.18844441E-001, 0.00000000E+000, 0.00000000E+000, 0.34234668E+007, 0.55091833E+002,
34959,35000,25, 0.34759000E+005, 0.65651178E+003, 0.75684135E+003, 0.75790225E+003, 0.62815000E+003, 0.64827793E+003, 0.75908301E+003, 0.76012876E+003, 0.75963632E+003, 0.65533330E+003, 0.13023402E+002, 0.13023209E+002, 0.27657332E+002,-0.11553830E-002,-0.10718981E-005,-0.29259180E+000,-0.29259259E+000,-0.29259346E+000, 0.97913952E+002,-0.99290379E+002, 0.20578082E-001, 0.00000000E+000, 0.00000000E+000, 0.34223325E+007, 0.55085553E+002,
35159,35200,25, 0.34959000E+005, 0.65639887E+003, 0.75677981E+003, 0.75785590E+003, 0.62815000E+003, 0.64823845E+003, 0.75908339E+003, 0.76012807E+003, 0.75963584E+003, 0.65521389E+003, 0.13011479E+002, 0.13011192E+002, 0.27651881E+002,-0.15326769E-002,-0.10778701E-005,-0.98638093E-002,-0.98634801E-002,-0.98631404E-002, 0.97897423E+002,-0.99107225E+002, 0.23386752E-004, 0.00000000E+000, 0.00000000E+000, 0.34211477E+007, 0.55078985E+002,
35359,35400,25, 0.35159000E+005, 0.65628502E+003, 0.75671713E+003, 0.75780890E+003, 0.62815000E+003, 0.64819727E+003, 0.75908339E+003, 0.76012808E+003, 0.75963618E+003, 0.65508382E+003, 0.12999206E+002, 0.12999057E+002, 0.27646356E+002,-0.99371647E-003,-0.11153790E-005, 0.67676523E-001, 0.67676939E-001, 0.67677377E-001, 0.97879434E+002,-0.98922457E+002,-0.11009222E-002, 0.00000000E+000, 0.00000000E+000, 0.34198574E+007, 0.55071830E+002,
35559,35600,25, 0.35359000E+005, 0.65617004E+003, 0.75665349E+003, 0.75776123E+003, 0.62815000E+003, 0.64815591E+003, 0.75908360E+003, 0.76012760E+003, 0.75963587E+003, 0.65494655E+003, 0.12982618E+002, 0.12982487E+002, 0.27642982E+002,-0.92815006E-003,-0.11364426E-005,-0.23159046E+000,-0.23159110E+000,-0.23159182E+000, 0.97865234E+002,-0.98670417E+002, 0.12892047E-001, 0.00000000E+000, 0.00000000E+000, 0.34184938E+007, 0.55064277E+002,
35759,35800,25, 0.35559000E+005, 0.65605372E+003, 0.75658861E+003, 0.75771287E+003, 0.62815000E+003, 0.64811441E+003, 0.75908390E+003, 0.76012694E+003, 0.75963542E+003, 0.65481418E+003, 0.12971414E+002, 0.12971146E+002, 0.27640632E+002,-0.14787284E-002,-0.11407981E-005,-0.16571172E+000,-0.16571204E+000,-0.16571240E+000, 0.97854107E+002,-0.98498099E+002, 0.66006552E-002, 0.00000000E+000, 0.00000000E+000, 0.34171902E+007, 0.55057061E+002,
35959,36000,25, 0.35759000E+005, 0.65593635E+003, 0.75652301E+003, 0.75766382E+003, 0.62815000E+003, 0.64807211E+003, 0.75908405E+003, 0.76012663E+003, 0.75963522E+003, 0.65468763E+003, 0.12961782E+002, 0.12961481E+002, 0.27637635E+002,-0.16096352E-002,-0.11450181E-005,-0.51698349E-001,-0.51698187E-001,-0.51698029E-001, 0.97842310E+002,-0.98351380E+002, 0.64244199E-003, 0.00000000E+000, 0.00000000E+000, 0.34159418E+007, 0.55050145E+002,
36159,36200,25, 0.35959000E+005, 0.65581820E+003, 0.75645656E+003, 0.75761404E+003, 0.62815000E+003, 0.64802828E+003, 0.75908425E+003, 0.76012623E+003, 0.75963495E+003, 0.65456118E+003, 0.12945632E+002, 0.12945624E+002, 0.27632674E+002,-0.45862537E-003,-0.11951035E-005,-0.29490424E+000,-0.29490476E+000,-0.29490535E+000, 0.97826519E+002,-0.98110875E+002, 0.20904636E-001, 0.00000000E+000, 0.00000000E+000, 0.34146886E+007, 0.55043193E+002,
36359,36400,25, 0.36159000E+005, 0.65569936E+003, 0.75638903E+003, 0.75756354E+003, 0.62815000E+003, 0.64798336E+003, 0.75908504E+003, 0.76012476E+003, 0.75963397E+003, 0.65442604E+003, 0.12925341E+002, 0.12925334E+002, 0.27627174E+002,-0.45988514E-003,-0.12169848E-005,-0.55801083E+000,-0.55801292E+000,-0.55801521E+000, 0.97808517E+002,-0.97803579E+002, 0.74845522E-001, 0.00000000E+000, 0.00000000E+000, 0.34133391E+007, 0.55035703E+002,
36559,36600,25, 0.36359000E+005, 0.65557961E+003, 0.75632054E+003, 0.75751230E+003, 0.62815000E+003, 0.64793800E+003, 0.75908568E+003, 0.76012357E+003, 0.75963318E+003, 0.65428473E+003, 0.12914250E+002, 0.12914018E+002, 0.27623258E+002,-0.13521014E-002,-0.12001616E-005,-0.18272331E+000,-0.18272341E+000,-0.18272354E+000, 0.97793257E+002,-0.97632404E+002, 0.80254335E-002, 0.00000000E+000, 0.00000000E+000, 0.34119413E+007, 0.55027950E+002,
36759,36800,25, 0.36559000E+005, 0.65545883E+003, 0.75625187E+003, 0.75746031E+003, 0.62815000E+003, 0.64789165E+003, 0.75908578E+003, 0.76012338E+003, 0.75963305E+003, 0.65414488E+003, 0.12905616E+002, 0.12905353E+002, 0.27619602E+002,-0.14824174E-002,-0.12021299E-005, 0.20896950E-002, 0.20900893E-002, 0.20904991E-002, 0.97779010E+002,-0.97501417E+002,-0.10496545E-005, 0.00000000E+000, 0.00000000E+000, 0.34105588E+007, 0.55020282E+002,
36959,37000,25, 0.36759000E+005, 0.65533708E+003, 0.75618286E+003, 0.75740758E+003, 0.62815000E+003, 0.64784411E+003, 0.75908586E+003, 0.76012324E+003, 0.75963296E+003, 0.65400344E+003, 0.12889747E+002, 0.12889667E+002, 0.27615157E+002,-0.76029439E-003,-0.12332587E-005,-0.14396756E+000,-0.14396795E+000,-0.14396837E+000, 0.97762669E+002,-0.97264547E+002, 0.49820707E-002, 0.00000000E+000, 0.00000000E+000, 0.34091574E+007, 0.55012503E+002,
37159,37200,25, 0.36959000E+005, 0.65521441E+003, 0.75611270E+003, 0.75735411E+003, 0.62815000E+003, 0.64779705E+003, 0.75908628E+003, 0.76012248E+003, 0.75963246E+003, 0.65386182E+003, 0.12875479E+002, 0.12875243E+002, 0.27612628E+002,-0.13859932E-002,-0.12402917E-005,-0.29598667E+000,-0.29598767E+000,-0.29598877E+000, 0.97748327E+002,-0.97046983E+002, 0.21058376E-001, 0.00000000E+000, 0.00000000E+000, 0.34074875E+007, 0.55022346E+002,
37359,37400,25, 0.37159000E+005, 0.65509092E+003, 0.75604155E+003, 0.75729991E+003, 0.62815000E+003, 0.64775050E+003, 0.75908667E+003, 0.76012176E+003, 0.75963198E+003, 0.65373436E+003, 0.12869125E+002, 0.12868630E+002, 0.27611246E+002,-0.24150167E-002,-0.12273735E-005,-0.13665069E+000,-0.13665090E+000,-0.13665115E+000, 0.97741065E+002,-0.96947321E+002, 0.44885310E-002, 0.00000000E+000, 0.00000000E+000, 0.34062350E+007, 0.55015405E+002,
37559,37600,25, 0.37359000E+005, 0.65496711E+003, 0.75596986E+003, 0.75724496E+003, 0.62815000E+003, 0.64770229E+003, 0.75908675E+003, 0.76012162E+003, 0.75963189E+003, 0.65361369E+003, 0.12860732E+002, 0.12860397E+002, 0.27606512E+002,-0.17874678E-002,-0.12572011E-005,-0.19789206E-002,-0.19785459E-002,-0.19781571E-002, 0.97726185E+002,-0.96823307E+002, 0.94132007E-006, 0.00000000E+000, 0.00000000E+000, 0.34050372E+007, 0.55008748E+002,
37759,37800,25, 0.37559000E+005, 0.65484324E+003, 0.75589710E+003, 0.75718927E+003, 0.62815000E+003, 0.64765243E+003, 0.75908684E+003, 0.76012144E+003, 0.75963177E+003, 0.65348205E+003, 0.12843868E+002, 0.12843776E+002, 0.27599988E+002,-0.83488774E-003,-0.13078724E-005,-0.14137968E+000,-0.14137998E+000,-0.14138033E+000, 0.97706364E+002,-0.96573194E+002, 0.48045702E-002, 0.00000000E+000, 0.00000000E+000, 0.34037251E+007, 0.55001446E+002,
37959,38000,25, 0.37759000E+005, 0.65471903E+003, 0.75582280E+003, 0.75713282E+003, 0.62815000E+003, 0.64760269E+003, 0.75908726E+003, 0.76012069E+003, 0.75963127E+003, 0.65333977E+003, 0.12828129E+002, 0.12827959E+002, 0.27595752E+002,-0.11513156E-002,-0.13246961E-005,-0.24884780E+000,-0.24884858E+000,-0.24884943E+000, 0.97690178E+002,-0.96335493E+002, 0.14884977E-001, 0.00000000E+000, 0.00000000E+000, 0.34023144E+007, 0.54993605E+002,
38159,38200,25, 0.37959000E+005, 0.65459415E+003, 0.75574756E+003, 0.75707561E+003, 0.62815000E+003, 0.64755308E+003, 0.75908753E+003, 0.76012020E+003, 0.75963094E+003, 0.65319980E+003, 0.12820543E+002, 0.12820153E+002, 0.27593043E+002,-0.20261581E-002,-0.13115709E-005,-0.64846724E-001,-0.64846624E-001,-0.64846532E-001, 0.97675837E+002,-0.96218279E+002, 0.10107800E-002, 0.00000000E+000, 0.00000000E+000, 0.34006676E+007, 0.55003576E+002,
38359,38400,25, 0.38159000E+005, 0.65446873E+003, 0.75567196E+003, 0.75701763E+003, 0.62815000E+003, 0.64750231E+003, 0.75908759E+003, 0.76012010E+003, 0.75963088E+003, 0.65306602E+003, 0.12809769E+002, 0.12809450E+002, 0.27588407E+002,-0.17479858E-002,-0.13233048E-005,-0.49054352E-001,-0.49054239E-001,-0.49054131E-001, 0.97661328E+002,-0.96057689E+002, 0.57840983E-003, 0.00000000E+000, 0.00000000E+000, 0.33993413E+007, 0.54996200E+002,
38559,38600,25, 0.38359000E+005, 0.65434295E+003, 0.75559562E+003, 0.75695886E+003, 0.62815000E+003, 0.64745049E+003, 0.75908779E+003, 0.76011973E+003, 0.75963064E+003, 0.65292653E+003, 0.12793204E+002, 0.12793038E+002, 0.27583019E+002,-0.11435579E-002,-0.13566165E-005,-0.17973828E+000,-0.17973886E+000,-0.17973951E+000, 0.97643151E+002,-0.95811710E+002, 0.77653621E-002, 0.00000000E+000, 0.00000000E+000, 0.33979540E+007, 0.54988477E+002,
38759,38800,25, 0.38559000E+005, 0.65421669E+003, 0.75551813E+003, 0.75689931E+003, 0.62815000E+003, 0.64739872E+003, 0.75908815E+003, 0.76011908E+003, 0.75963018E+003, 0.65278130E+003, 0.12779001E+002, 0.12778807E+002, 0.27579257E+002,-0.12635660E-002,-0.13710069E-005,-0.23818267E+000,-0.23818330E+000,-0.23818400E+000, 0.97627848E+002,-0.95598662E+002, 0.13636437E-001, 0.00000000E+000, 0.00000000E+000, 0.33965147E+007, 0.54980469E+002,
38959,39000,25, 0.38759000E+005, 0.65408984E+003, 0.75544007E+003, 0.75683897E+003, 0.62815000E+003, 0.64734698E+003, 0.75908858E+003, 0.76011829E+003, 0.75962961E+003, 0.65264023E+003, 0.12767056E+002, 0.12766879E+002, 0.27576351E+002,-0.11991248E-002,-0.13800295E-005,-0.31266776E+000,-0.31267315E+000,-0.31267885E+000, 0.97615388E+002,-0.95420278E+002, 0.23498859E-001, 0.00000000E+000, 0.00000000E+000, 0.33951281E+007, 0.54972758E+002,
39159,39200,25, 0.38959000E+005, 0.65396257E+003, 0.75536175E+003, 0.75677785E+003, 0.62815000E+003, 0.64729397E+003, 0.75908911E+003, 0.76011730E+003, 0.75962890E+003, 0.65250093E+003, 0.12752586E+002, 0.12752374E+002, 0.27571203E+002,-0.13393787E-002,-0.13784690E-005,-0.22159706E+000,-0.22159783E+000,-0.22159868E+000, 0.97598498E+002,-0.95203580E+002, 0.11803439E-001, 0.00000000E+000, 0.00000000E+000, 0.33937436E+007, 0.54965046E+002,
39359,39400,25, 0.39159000E+005, 0.65383490E+003, 0.75528278E+003, 0.75671597E+003, 0.62815000E+003, 0.64723971E+003, 0.75908922E+003, 0.76011711E+003, 0.75962882E+003, 0.65235411E+003, 0.12745362E+002, 0.12744960E+002, 0.27565923E+002,-0.21000545E-002,-0.13776762E-005, 0.71936962E-001, 0.71937747E-001, 0.71938571E-001, 0.97580061E+002,-0.95092903E+002,-0.12438980E-002, 0.00000000E+000, 0.00000000E+000, 0.33922921E+007, 0.54956958E+002,
39559,39600,25, 0.39359000E+005, 0.65370667E+003, 0.75520322E+003, 0.75665330E+003, 0.62815000E+003, 0.64718520E+003, 0.75908926E+003, 0.76011701E+003, 0.75962883E+003, 0.65220266E+003, 0.12730885E+002, 0.12730709E+002, 0.27562216E+002,-0.12065145E-002,-0.14084871E-005,-0.13445442E+000,-0.13445474E+000,-0.13445511E+000, 0.97564144E+002,-0.94880367E+002, 0.43454099E-002, 0.00000000E+000, 0.00000000E+000, 0.33907895E+007, 0.54948590E+002,
39759,39800,25, 0.39559000E+005, 0.65357778E+003, 0.75512284E+003, 0.75658988E+003, 0.62815000E+003, 0.64713137E+003, 0.75908960E+003, 0.76011630E+003, 0.75962833E+003, 0.65205636E+003, 0.12717449E+002, 0.12717229E+002, 0.27560027E+002,-0.13868484E-002,-0.14209080E-005,-0.25514061E+000,-0.25514135E+000,-0.25514217E+000, 0.97552588E+002,-0.94679538E+002, 0.15647312E-001, 0.00000000E+000, 0.00000000E+000, 0.33893521E+007, 0.54940591E+002,
39959,40000,25, 0.39759000E+005, 0.65344841E+003, 0.75504144E+003, 0.75652570E+003, 0.62815000E+003, 0.64707751E+003, 0.75909002E+003, 0.76011547E+003, 0.75962774E+003, 0.65191877E+003, 0.12706101E+002, 0.12705799E+002, 0.27557421E+002,-0.17154691E-002,-0.14289879E-005,-0.32281219E+000,-0.32281347E+000,-0.32281487E+000, 0.97540933E+002,-0.94509435E+002, 0.25048424E-001, 0.00000000E+000, 0.00000000E+000, 0.33879903E+007, 0.54933009E+002,
40159,40200,25, 0.39959000E+005, 0.65331895E+003, 0.75495952E+003, 0.75646076E+003, 0.62815000E+003, 0.64702286E+003, 0.75909046E+003, 0.76011463E+003, 0.75962715E+003, 0.65178617E+003, 0.12696905E+002, 0.12696476E+002, 0.27553088E+002,-0.22247907E-002,-0.14276200E-005,-0.13803980E+000,-0.13804013E+000,-0.13804049E+000, 0.97526534E+002,-0.94370788E+002, 0.45802500E-002, 0.00000000E+000, 0.00000000E+000, 0.33866812E+007, 0.54925712E+002,
40359,40400,25, 0.40159000E+005, 0.65318947E+003, 0.75487686E+003, 0.75639507E+003, 0.62815000E+003, 0.64696601E+003, 0.75909050E+003, 0.76011455E+003, 0.75962718E+003, 0.65164603E+003, 0.12687705E+002, 0.12687366E+002, 0.27546129E+002,-0.18752899E-002,-0.14511498E-005, 0.55717979E-001, 0.55718680E-001, 0.55719413E-001, 0.97505351E+002,-0.94235403E+002,-0.74622756E-003, 0.00000000E+000, 0.00000000E+000, 0.33852804E+007, 0.54917888E+002,
40559,40600,25, 0.40359000E+005, 0.65306263E+003, 0.75479343E+003, 0.75632863E+003, 0.62815000E+003, 0.64690085E+003, 0.75909059E+003, 0.76011435E+003, 0.75962707E+003, 0.65149173E+003, 0.12643544E+002, 0.12642830E+002, 0.27545038E+002,-0.33558067E-002,-0.14008633E-005,-0.18679693E+000,-0.18679758E+000,-0.18679829E+000, 0.97488806E+002,-0.93574993E+002, 0.83872591E-002, 0.00000000E+000, 0.00000000E+000, 0.33837565E+007, 0.54909390E+002,
40759,40800,25, 0.40559000E+005, 0.65316097E+003, 0.75470936E+003, 0.75626145E+003, 0.62815000E+003, 0.64681001E+003, 0.75909088E+003, 0.76011372E+003, 0.75962663E+003, 0.65130672E+003, 0.12575130E+002, 0.12574037E+002, 0.27531098E+002,-0.48586052E-002,-0.13659426E-005,-0.49317292E-001,-0.49316962E-001,-0.49316629E-001, 0.97431033E+002,-0.92559426E+002, 0.58462719E-003, 0.00000000E+000, 0.00000000E+000, 0.33818745E+007, 0.54898808E+002,
40959,41000,25, 0.40759000E+005, 0.65345535E+003, 0.75462527E+003, 0.75619353E+003, 0.62815000E+003, 0.64670195E+003, 0.75909089E+003, 0.76011369E+003, 0.75962680E+003, 0.65102690E+003, 0.12541749E+002, 0.12541117E+002, 0.27520970E+002,-0.30183548E-002,-0.13744393E-005,-0.11195978E+000,-0.11195987E+000,-0.11195998E+000, 0.97369565E+002,-0.92075399E+002, 0.30130381E-002, 0.00000000E+000, 0.00000000E+000, 0.33790458E+007, 0.54882953E+002,
41159,41200,25, 0.40959000E+005, 0.65382029E+003, 0.75454610E+003, 0.75612487E+003, 0.62815000E+003, 0.64659411E+003, 0.75909111E+003, 0.76011307E+003, 0.75962639E+003, 0.65068784E+003, 0.12517587E+002, 0.12516902E+002, 0.27518046E+002,-0.31965147E-002,-0.12843780E-005,-0.26990491E+000,-0.26990565E+000,-0.26990648E+000, 0.97317368E+002,-0.91720177E+002, 0.17510644E-001, 0.00000000E+000, 0.00000000E+000, 0.33756673E+007, 0.54864051E+002,
41359,41400,25, 0.41159000E+005, 0.65422003E+003, 0.75447019E+003, 0.75605558E+003, 0.62815000E+003, 0.64648539E+003, 0.75909152E+003, 0.76011214E+003, 0.75962577E+003, 0.65031654E+003, 0.12505186E+002, 0.12504533E+002, 0.27520423E+002,-0.30580040E-002,-0.12469451E-005,-0.24853242E+000,-0.24853259E+000,-0.24853283E+000, 0.97271307E+002,-0.91538989E+002, 0.14847272E-001, 0.00000000E+000, 0.00000000E+000, 0.33720047E+007, 0.54843571E+002,
41559,41600,25, 0.41359000E+005, 0.65464871E+003, 0.75439726E+003, 0.75598574E+003, 0.62815000E+003, 0.64636061E+003, 0.75909169E+003, 0.76011174E+003, 0.75962550E+003, 0.64994215E+003, 0.12508810E+002, 0.12507610E+002, 0.27529684E+002,-0.52022633E-002,-0.11252143E-005,-0.37513144E-001,-0.37512870E-001,-0.37512594E-001, 0.97237829E+002,-0.91584053E+002, 0.33825754E-003, 0.00000000E+000, 0.00000000E+000, 0.33683038E+007, 0.54822892E+002,
41759,41800,25, 0.41559000E+005, 0.65510798E+003, 0.75432905E+003, 0.75591545E+003, 0.62815000E+003, 0.64621956E+003, 0.75909174E+003, 0.76011163E+003, 0.75962543E+003, 0.64958857E+003, 0.12509439E+002, 0.12508435E+002, 0.27539432E+002,-0.43888792E-002,-0.10479825E-005,-0.74243799E-001,-0.74243890E-001,-0.74243998E-001, 0.97204695E+002,-0.91596136E+002, 0.13249544E-002, 0.00000000E+000, 0.00000000E+000, 0.33645379E+007, 0.54820939E+002,
41959,42000,25, 0.41759000E+005, 0.65560002E+003, 0.75426568E+003, 0.75584503E+003, 0.62815000E+003, 0.64606221E+003, 0.75909190E+003, 0.76011126E+003, 0.75962519E+003, 0.64924249E+003, 0.12504616E+002, 0.12503568E+002, 0.27548037E+002,-0.45359612E-002,-0.96303612E-006,-0.13728217E+000,-0.13728260E+000,-0.13728308E+000, 0.97169833E+002,-0.91524862E+002, 0.45301107E-002, 0.00000000E+000, 0.00000000E+000, 0.33611088E+007, 0.54801740E+002,
42159,42200,25, 0.41959000E+005, 0.65613148E+003, 0.75420644E+003, 0.75577462E+003, 0.62815000E+003, 0.64592065E+003, 0.75909201E+003, 0.76011100E+003, 0.75962502E+003, 0.64890110E+003, 0.12509293E+002, 0.12507917E+002, 0.27557401E+002,-0.58124862E-002,-0.86834171E-006,-0.48135956E-001,-0.48135785E-001,-0.48135616E-001, 0.97132797E+002,-0.91588544E+002, 0.55695458E-003, 0.00000000E+000, 0.00000000E+000, 0.33574734E+007, 0.54800488E+002,
42359,42400,25, 0.42159000E+005, 0.65670502E+003, 0.75415235E+003, 0.75570442E+003, 0.62815000E+003, 0.64576142E+003, 0.75909217E+003, 0.76011067E+003, 0.75962480E+003, 0.64856356E+003, 0.12508369E+002, 0.12507220E+002, 0.27567940E+002,-0.48734384E-002,-0.78391223E-006,-0.26489803E+000,-0.26489895E+000,-0.26489996E+000, 0.97098452E+002,-0.91578344E+002, 0.16867007E-001, 0.00000000E+000, 0.00000000E+000, 0.33541456E+007, 0.54781828E+002,
42559,42600,25, 0.42359000E+005, 0.65733067E+003, 0.75410367E+003, 0.75563466E+003, 0.62815000E+003, 0.64558268E+003, 0.75909269E+003, 0.76010957E+003, 0.75962407E+003, 0.64822157E+003, 0.12501171E+002, 0.12499964E+002, 0.27575833E+002,-0.50736087E-002,-0.67815703E-006,-0.30324720E+000,-0.30324881E+000,-0.30325053E+000, 0.97055483E+002,-0.91472105E+002, 0.22104168E-001, 0.00000000E+000, 0.00000000E+000, 0.33507383E+007, 0.54762693E+002,
42759,42800,25, 0.42559000E+005, 0.65801590E+003, 0.75406017E+003, 0.75556547E+003, 0.62815000E+003, 0.64538369E+003, 0.75909280E+003, 0.76010934E+003, 0.75962411E+003, 0.64785759E+003, 0.12510744E+002, 0.12509162E+002, 0.27583964E+002,-0.65192330E-002,-0.53389108E-006, 0.20137539E+000, 0.20137704E+000, 0.20137879E+000, 0.97007306E+002,-0.91606783E+002,-0.97475024E-002, 0.00000000E+000, 0.00000000E+000, 0.33471287E+007, 0.54742402E+002,
42959,43000,25, 0.42759000E+005, 0.65876540E+003, 0.75402314E+003, 0.75549715E+003, 0.62815000E+003, 0.64518041E+003, 0.75909284E+003, 0.76010923E+003, 0.75962430E+003, 0.64746968E+003, 0.12500743E+002, 0.12499566E+002, 0.27593408E+002,-0.48733418E-002,-0.46157455E-006,-0.18172231E+000,-0.18172331E+000,-0.18172437E+000, 0.96955703E+002,-0.91466291E+002, 0.79377439E-002, 0.00000000E+000, 0.00000000E+000, 0.33432791E+007, 0.54720746E+002,
43159,43200,25, 0.42959000E+005, 0.65960516E+003, 0.75399276E+003, 0.75542977E+003, 0.62815000E+003, 0.64497276E+003, 0.75909308E+003, 0.76010855E+003, 0.75962400E+003, 0.64705792E+003, 0.12493697E+002, 0.12491987E+002, 0.27605647E+002,-0.69479565E-002,-0.29951076E-006,-0.11458476E+000,-0.11458522E+000,-0.11458571E+000, 0.96903837E+002,-0.91355397E+002, 0.31559803E-002, 0.00000000E+000, 0.00000000E+000, 0.33391938E+007, 0.54697755E+002,
43359,43400,25, 0.43159000E+005, 0.66054542E+003, 0.75396866E+003, 0.75536363E+003, 0.62815000E+003, 0.64473939E+003, 0.75909309E+003, 0.76010851E+003, 0.75962418E+003, 0.64662583E+003, 0.12495842E+002, 0.12493766E+002, 0.27620591E+002,-0.82152134E-002, 0.25309608E-006, 0.10188089E+000, 0.10188236E+000, 0.10188388E+000, 0.96850206E+002,-0.91381426E+002,-0.24949742E-002, 0.00000000E+000, 0.00000000E+000, 0.33349044E+007, 0.54673598E+002,
